name,url_name,Birth Date,Death Date,Birth place,Death place,Nationality,Art Movement,Genre,Field,Influenced by,Influenced on,Wikipedia,Painting School,Official site,Friends and Co-workers,Family and Relatives,Pupils,Teachers,Art institution
Palma Vecchio,palma-vecchio,c.1480,"July 30, 1528","Bergamo, Italy","Venice, Italy",Italian,High Renaissance|Mannerism (Late Renaissance),,,Giovanni Bellini|Titian|Giorgione,,https://en.wikipedia.org/wiki/Palma_Vecchio,,,,Palma il Giovane,,,
Bernardino Luini,bernardino-luini,c.1480,"June, 1532","Dumenza, Italy","Milan, Italy",Italian,High Renaissance,,painting,,,https://en.wikipedia.org/wiki/Bernardino_Luini,,,Leonardo da Vinci|Giovanni Antonio Boltraffio,,,Ambrogio Bergognone,
Defendente Ferrari,defendente-ferrari,c.1480,c.1540,"Chivasso, Italy","Turin, Italy",Italian,High Renaissance,,painting,,,https://en.wikipedia.org/wiki/Defendente_Ferrari,,,,,,,
Domenico Beccafumi,domenico-beccafumi,c.1486,"May 18, 1551","Siena, Italy","Siena, Italy",Italian,Mannerism (Late Renaissance)|High Renaissance,religious painting,painting,,,https://en.wikipedia.org/wiki/Domenico_di_Pace_Beccafumi,Sienese School,,,,,,
Correggio,correggio,c.1489,"March 5, 1534",,,Italian,High Renaissance|Mannerism (Late Renaissance),,painting|fresco,,Anton Raphael Mengs|Charles de Steuben|Giovanni Battista Gaulli,https://en.wikipedia.org/wiki/Antonio_da_Correggio,Parma school,,,,,,
Giulio Romano,giulio-romano,c.1499,"November 1, 1546","Rome, Italy","Mantua, Italy",Italian,High Renaissance|Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Giulio_Romano,,,,,,Raphael,
Francesco Melzi,francesco-melzi,1491,1570,"Milan, Italy",Italy,Italian,High Renaissance,,painting,Leonardo da Vinci,,https://en.wikipedia.org/wiki/Francesco_Melzi,,,Giovanni Antonio Boltraffio,,,Leonardo da Vinci,
Giulio Clovio,giulio-clovio,1498,"January 5, 1578","Crikvenica, Croatia","Rome, Italy",Croatians|Italians,High Renaissance,miniature,illustration|painting,,,https://en.wikipedia.org/wiki/Giulio_Clovio,,,Pieter Bruegel the Elder|El Greco,,,,
Benvenuto Tisi,benvenuto-tisi,1481,"September 6, 1559","Ferrara, Italy",,Italian,Mannerism (Late Renaissance),religious painting,painting,,,https://en.wikipedia.org/wiki/Benvenuto_Tisi,Ferrara School,,,,,,
Agnolo Bronzino,agnolo-bronzino,"November 17, 1503","November 23, 1572","Florence, Italy","Florence, Italy",Italian,Mannerism (Late Renaissance),portrait,painting,,"Francesco de' Rossi (Francesco Salviati), ""Cecchino""",https://en.wikipedia.org/wiki/Bronzino,Florentine School,,Alessandro Allori,,Alessandro Allori,,
Jacopo Pontormo,jacopo-pontormo,"May 24, 1494","January 2, 1557","Pontorme, near Empoli, Italy","Florence, Italy",Italian,Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Pontormo,Florentine School,,,,,Mariotto Albertinelli,
Rosso Fiorentino,rosso-fiorentino,"March 8, 1494","November 14, 1540","Florence, Italy","Paris, France",Italian,Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Rosso_Fiorentino,Florentine School,,,,,,
Parmigianino,parmigianino,"January 11, 1503","August 24, 1540","Parma, Italy","Casalmaggiore, Italy",Italian,Mannerism (Late Renaissance),,painting,Albrecht Durer,"Jacopo Bassano|Francesco de' Rossi (Francesco Salviati), ""Cecchino""",https://en.wikipedia.org/wiki/Parmigianino,Parma school,,,,,,
Tintoretto,tintoretto,c.1518,"May 31, 1594","Venice, Italy","Venice, Italy",Italian,Mannerism (Late Renaissance),,painting,,Jacopo Bassano|Maarten de Vos|Eugene Delacroix|Giovanni Battista Tiepolo|John Singer Sargent,https://en.wikipedia.org/wiki/Tintoretto,Venetian School,,,Domenico Tintoretto,Maarten de Vos|Domenico Tintoretto,Titian,Self-taught
Maerten van Heemskerck,maerten-van-heemskerck,1498,"October 1, 1574","Heemskerk, Netherlands","Haarlem, Netherlands",Dutch,Mannerism (Late Renaissance),portrait|religious painting,painting,,,https://en.wikipedia.org/wiki/Maarten_van_Heemskerck,,,,,,,
Giorgio Vasari,giorgio-vasari,"July 30, 1511","June 27, 1574","Arezzo, Tuscany, Italy","Florence, Italy",Italian,Mannerism (Late Renaissance),,painting|architecture,,,https://en.wikipedia.org/wiki/Giorgio_Vasari,Tuscan school,,"Francesco de' Rossi (Francesco Salviati), ""Cecchino""",,,,
Andrea Palladio,andrea-palladio,"November 30, 1508","August 19, 1580",Italy,Italy,Italian,Mannerism (Late Renaissance),architecture,architecture,,,https://en.wikipedia.org/wiki/Andrea_Palladio,,,,,,,
Alessandro Allori,alessandro-allori,"May 3, 1535","September 22, 1607","Florence, Republic of Florence, Italy","Florence, Grand Duchy of Tuscany, Italy",Italian,Mannerism (Late Renaissance),portrait,painting|fresco,,,https://en.wikipedia.org/wiki/Alessandro_Allori,Florentine School,,Agnolo Bronzino,,,Agnolo Bronzino,
Vicente Juan Masip,vicente-juan-masip,c.1507,1579,Spain,"Bocairente, Spain",Spanish,Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Vicente_Juan_Masip,Valencian school,,,,,,
Jacopo Bassano,jacopo-bassano,c.1510,"February 14, 1592","Bassano del Grappa, Venice, Italy","Bassano del Grappa, Venice, Italy",Italian,Mannerism (Late Renaissance),landscape,painting,Titian|Albrecht Durer|Parmigianino|Tintoretto|Raphael,,https://en.wikipedia.org/wiki/Jacopo_Bassano,,,,,,,
Daniele da Volterra,daniele-da-volterra,c.1509,c.1566,"Volterra, Italy","Rome, Italy",Italian,Mannerism (Late Renaissance),,painting|fresco|sculpture,Michelangelo,,https://en.wikipedia.org/wiki/Daniele_da_Volterra,,,,,,,
Carlo Urbino,carlo-urbino,c.1525,1585,"Cremona, Lombardy, Italy",Italy,Italian,Mannerism (Late Renaissance),religious painting|sketch and study,painting|fresco,,,https://en.wikipedia.org/wiki/Carlo_Urbino,,,,,,,
Benvenuto Cellini,benvenuto-cellini,"November 3, 1500","February 13, 1571","Florence, Republic of Florence, Italy","Florence, Grand Duchy of Tuscany, Italy",Italian,Mannerism (Late Renaissance),sculpture,painting|sculpture,,,https://en.wikipedia.org/wiki/Benvenuto_Cellini,,,,,,,
Alessandro Vittoria,alessandro-vittoria,1525,1608,"Trentola-ducenta / Tréntola-ducenta, Italy","Venice, Italy",Italian,Mannerism (Late Renaissance),sculpture,sculpture,,,https://en.wikipedia.org/wiki/Alessandro_Vittoria,Venetian School,,,,,,
Paolo Veronese,paolo-veronese,1528,"April 19, 1588","Verona, Italy","Venice, Italy",Italian,Mannerism (Late Renaissance),,painting,,Maarten de Vos|Eugene Delacroix|Giovanni Battista Tiepolo|Anthony van Dyck|François Lemoyne,https://en.wikipedia.org/wiki/Paolo_Veronese,Venetian School,,,,,,
Palma il Giovane,palma-il-giovane,c.1550,"October 14, 1628","Venice, Italy","Venice, Italy",Italian,Mannerism (Late Renaissance),,painting,Titian|Tintoretto,,,Venetian School,,,Palma Vecchio,,,
Bartolomeo Passerotti,bartolomeo-passerotti,"June 28, 1529","June 3, 1592",Italy,Italy,Italian,Mannerism (Late Renaissance),,drawing|painting,,Annibale Carracci,https://en.wikipedia.org/wiki/Bartolomeo_Passarotti,,,,,Agostino Carracci,,
Sofonisba Anguissola,sofonisba-anguissola,c.1532,"November 16, 1625","Cremona, Lombardy, Italy","Palermo, Sicily, Italy",Italian,Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Sofonisba_Anguissola,Lombard School,,,,,,
El Greco,el-greco,1541,"April 7, 1614","Crete, Greece","Toledo, Spain",Spanish|Greek,Mannerism (Late Renaissance),,painting|sculpture|architecture,Orthodox Icons|Byzantine Art,Eugene Delacroix|Edouard Manet|Paul Cezanne|Pablo Picasso|Franz Marc|Jackson Pollock,https://en.wikipedia.org/wiki/El_Greco,Cretan School,,Giulio Clovio,,,Titian,
Lavinia Fontana,lavinia-fontana,"August 24, 1552","August 11, 1614","Bologna, Italy","Rome, Italy",Italian,Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Lavinia_Fontana,Bolognese School,,,,,,
Marietta Robusti,marietta-robusti,c.1560,1590,"Venice, Italy","Venice, Italy",Italian,Mannerism (Late Renaissance),,painting,,,https://en.wikipedia.org/wiki/Marietta_Robusti,,,,,,,
Giambologna,giambologna,1529,"August 13, 1608",France,,Flemish,Mannerism (Late Renaissance),,sculpture,,,https://en.wikipedia.org/wiki/Giambologna,,,,,,,
Giuseppe Arcimboldo,giuseppe-arcimboldo,1527,1593,"Milan, Italy","Milan, Italy",Italian,Mannerism (Late Renaissance),portrait,painting,,,https://en.wikipedia.org/wiki/Giuseppe_Arcimboldo,,,,,,,
Plautilla Nelli,plautilla-nelli,1524,1588,"Florence, Italy",,Italian,Mannerism (Late Renaissance),religious painting,painting,,,https://en.wikipedia.org/wiki/Plautilla_Nelli,,,,,,,
Bartholomeus Spranger,bartholomeus-spranger,"March 21, 1546",1611,"Antwerp, Belgium","Prague, Czech Republic",Belgian,Mannerism (Late Renaissance),religious painting|mythological painting,painting,,,https://en.wikipedia.org/wiki/Bartholomeus_Spranger,,,,,,,
Hans von Aachen,hans-von-aachen,1552,"March 4, 1615","Cologne, Germany","Prague, Austria",German,Mannerism (Late Renaissance)|Northern Renaissance,,painting,,,https://en.wikipedia.org/wiki/Hans_von_Aachen,,,,,,,
Otto van Veen,otto-van-veen,c.1556,"May 6, 1629","Leiden, Netherlands","Brussels, Belgium",Flemish,Mannerism (Late Renaissance)|Baroque,,painting|drawing,,,https://en.wikipedia.org/wiki/Otto_van_Veen,Antwerp School,,,,Peter Paul Rubens,,Guild of Saint Luke
Barbara Longhi,barbara-longhi,"September 21, 1552","December 23, 1638","Ravenna, Italy","Ravenna, Italy",Italian,Mannerism (Late Renaissance),portrait,painting,,,https://en.wikipedia.org/wiki/Barbara_Longhi,,,,,,,
Domenico Tintoretto,domenico-tintoretto,c.1560,"May 17, 1635",Italy,,Italian,Mannerism (Late Renaissance),portrait|religious painting,painting,,,https://en.wikipedia.org/wiki/Domenico_Tintoretto,Venetian School,,,Tintoretto,,Tintoretto,
Adam van Noort,adam-van-noort,c.1562,1641,"Antwerp, Netherlands","Antwerp, Netherlands",Flemish,Baroque|Mannerism (Late Renaissance),,painting|drawing,Jacob Jordaens,,https://en.wikipedia.org/wiki/Adam_van_Noort,Antwerp School,,Maarten de Vos,Jacob Jordaens,Peter Paul Rubens|Jacob Jordaens,,Guild of Saint Luke
Hendrick Goltzius,hendrick-goltzius,"c.February, 1558","January 1, 1617",Netherlands,"Haarlem, Netherlands",Dutch,Mannerism (Late Renaissance)|Baroque,illustration|mythological painting,engraving|painting,Michelangelo,,https://en.wikipedia.org/wiki/Hendrik_Goltzius,Lombard School,,,,,,
Martin Kober,martin-kober,c.1550,c.1598,"Breslau, Poland","Kraków, Poland",Polish,Mannerism (Late Renaissance),portrait,painting,,,https://en.wikipedia.org/wiki/Martin_Kober,,,,,,,
Fede Galizia,fede-galizia,1578,"June, 1630","Milan, Italy","Milan, Italy",Italian,Mannerism (Late Renaissance),still life,painting,,,https://en.wikipedia.org/wiki/Fede_Galizia,,,,,,,
Tobias Verhaecht,tobias-verhaecht,1561,1631,"Antwerp, Netherlands",,Flemish,Northern Renaissance|Mannerism (Late Renaissance),landscape,painting|engraving,Joachim Patinir|Pieter Bruegel the Elder,,https://en.wikipedia.org/wiki/Tobias_Verhaecht,Antwerp School,,,,Peter Paul Rubens,,Guild of Saint Luke
Francisco Pacheco,francisco-pacheco,1564,"November 27, 1644","Sanlúcar de Barrameda, Spain","Seville, Spain",Spanish,Mannerism (Late Renaissance)|Baroque,,painting,El Greco|Raphael,,https://en.wikipedia.org/wiki/Francisco_Pacheco,Seville School,,,Diego Velazquez,Diego Velazquez|Alonzo Cano|Francisco de Zurbaran,,
Orazio Gentileschi,orazio-gentileschi,"July 9, 1563","February 7, 1639","Tuscany, Italy","London, United Kingdom",Italian,Mannerism (Late Renaissance),religious painting|genre painting,painting,,Juan Bautista Maíno,https://en.wikipedia.org/wiki/Orazio_Gentileschi,Caravaggisti,,Agostino Tassi|Anthony van Dyck,Artemisia Gentileschi,Artemisia Gentileschi,,
Raimundo de Madrazo,raimundo-de-madrazo,"July 24, 1841",15-Sep-20,"Rome, Italy","Versailles, France",Spanish,Academic Art|Realism,,painting,Rococo,,https://en.wikipedia.org/wiki/Raimundo_de_Madrazo_y_Garreta,,,Giuseppe De Nittis,,,,"Real Academia de Bellas Artes de San Fernando, Madrid, Spain|École des Beaux-Arts, Paris, France"
Nathaniel Hone the Younger,nathaniel-hone-the-younger,"October 26, 1831",14-Oct-17,,,Irish,Realism|Orientalism|Impressionism,,painting,Gustave Courbet|Camille Corot,,https://en.wikipedia.org/wiki/Nathaniel_Hone_the_Younger,Barbizon school,,,,,,
Robert Campin,robert-campin,c.1375,"April 26, 1444","Valenciennes, France","Tournai, Belgium",Flemish,Northern Renaissance,,painting,,Jan van Eyck,https://en.wikipedia.org/wiki/Robert_Campin,Flemish School,,,,Rogier van der Weyden|Jacques Daret,,
Jan van Eyck,jan-van-eyck,c.1395,1441,"Maaseik, Netherlands","Bruges, Netherlands",Flemish,Northern Renaissance,,painting,Robert Campin|Gothic Art,Antonello da Messina|Rogier van der Weyden|Petrus Christus|Hans Memling|Dmitri Zhilinsky,https://en.wikipedia.org/wiki/Jan_van_Eyck,Flemish School,,,,Petrus Christus,,
Rogier van der Weyden,rogier-van-der-weyden,c.1399,"June 18, 1464","Tournai, Belgium","Brussels, Belgium",Flemish,Northern Renaissance,,painting,Jan van Eyck|Stefan Lochner,Antonello da Messina|Hans Memling|Albrecht Durer|Martin Schongauer,https://en.wikipedia.org/wiki/Rogier_van_der_Weyden,Flemish School,,Jacques Daret,,,Robert Campin,Guild of Saint Luke
Jacques Daret,jacques-daret,c.1404,c.1470,"Tournai, Belgium",,Flemish,Northern Renaissance,religious painting,painting,,,https://en.wikipedia.org/wiki/Jacques_Daret,,,Rogier van der Weyden,,,Robert Campin,
Konrad Witz,konrad-witz,c.1400,c.1445,,,Germans|Swiss,Northern Renaissance,religious painting,painting,,,https://en.wikipedia.org/wiki/Konrad_Witz,,,,,,,
Petrus Christus,petrus-christus,c.1410,c.1475,"Baarle-Hertog, Belgium","Bruges, Belgium",Flemish,Northern Renaissance,portrait,painting,Jan van Eyck,Hugo van der Goes,https://en.wikipedia.org/wiki/Petrus_Christus,Dutch School,,,,,Jan van Eyck,
Jean Fouquet,jean-fouquet,1420,1481,,,French,Northern Renaissance,miniature,painting,,,https://en.wikipedia.org/wiki/Jean_Fouquet,,,,,,,
Dirk Bouts,dirk-bouts,c.1415,"May 6, 1475","Haarlem, Netherlands","Leuven, Belgium",Dutch,Northern Renaissance,,painting,,Hugo van der Goes|Quentin Matsys,https://en.wikipedia.org/wiki/Dieric_Bouts,,,Justus van Gent,,,,
Hans Memling,hans-memling,c.1430,"August 11, 1494","Seligenstadt, Germany","Bruges, Belgium",Flemish,Northern Renaissance,,painting,Rogier van der Weyden|Jan van Eyck|Stefan Lochner,Raphael|Mariotto Albertinelli,https://en.wikipedia.org/wiki/Hans_Memling,Bruges School|Flemish School,,,,,,
Justus van Gent,justus-van-gent,c.1410,c.1480,Belgium,Belgium,Flemish,Northern Renaissance,religious painting|portrait,painting,,,https://en.wikipedia.org/wiki/Justus_van_Gent,,,Dirk Bouts|Hugo van der Goes,,,,Guild of Saint Luke
Hugo van der Goes,hugo-van-der-goes,c.1440,c.1482,"Ghent, Belgium","Oudergem, Belgium",Flemish,Northern Renaissance,religious painting,painting,Petrus Christus|Dirk Bouts,Vincent van Gogh|Martin Schongauer|Gerard David|Domenico Ghirlandaio|Leonardo da Vinci,https://en.wikipedia.org/wiki/Hugo_van_der_Goes,Bruges School|Flemish School,,Justus van Gent,,,,
Martin Schongauer,martin-schongauer,c.1448,"February 2, 1491","Colmar, France","Breisach, Germany",German,Northern Renaissance,,painting|engraving,Hugo van der Goes|Rogier van der Weyden,Wilhelm von Kaulbach,https://en.wikipedia.org/wiki/Martin_Schongauer,German School,,,,Albrecht Durer,,
Gerard David,gerard-david,c.1460,"August 13, 1523","Oudewater, Netherlands","Bruges, Belgium",Flemish,Northern Renaissance,,painting|illustration,Hugo van der Goes,,https://en.wikipedia.org/wiki/Gerard_David,Bruges School,,,,,,
Hieronymus Bosch,hieronymus-bosch,c.1450,"August 9, 1516",,,Dutch,Northern Renaissance,,painting,,Pieter Bruegel the Elder|Yves Tanguy|Salvador Dali|Joan Miro,https://en.wikipedia.org/wiki/Hieronymus_Bosch,Flemish School,,,,,,
Bernhard Strigel,bernhard-strigel,c.1461,1528,"Memmingen, Germany","Memmingen, Germany",German,Northern Renaissance,portrait,painting,,,https://en.wikipedia.org/wiki/Bernhard_Strigel,Swabian school,,,,,,
Geertgen tot Sint Jans,geertgen-tot-sint-jans,c.1465,c.1495,"Leiden, Netherlands","Haarlem, Netherlands",Dutch,Northern Renaissance,religious painting,painting,,,https://en.wikipedia.org/wiki/Geertgen_tot_Sint_Jans,Dutch School|Haarlem School,,,,,,
Albrecht Durer,albrecht-durer,"May 21, 1471","April 6, 1528","Nuremberg, Germany","Nuremberg, Germany",German,Northern Renaissance,,painting|printmaking|engraving|art theory,Andrea Mantegna|Rogier van der Weyden|Giovanni Bellini,Raphael|Titian|Parmigianino|Jacopo Bassano|Bartolomeo Veneto|Francisco Goya|Wilhelm von Kaulbach,https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer,German School,,Raphael|Giovanni Bellini|Leonardo da Vinci|Jan Provoost|Joachim Patinir,,,Martin Schongauer,
Jean Hey,jean-hey,c.1475,c.1500,,,French|Flemish,Northern Renaissance,religious painting,painting|fresco,,,https://en.wikipedia.org/wiki/Jean_Hey,,,,,,,
Lucas Cranach the Elder,lucas-cranach-the-elder,"October 4, 1472","October 16, 1553",,,German,Northern Renaissance,,painting|printmaking|engraving,,,https://en.wikipedia.org/wiki/Lucas_Cranach_the_Elder,Danube school,,,,,,
Matthias Grünewald,matthias-grunewald,c.1470,"August 31, 1528",,,German,Northern Renaissance,religious painting,painting,,Otto Dix|Pablo Picasso|Max Ernst,https://en.wikipedia.org/wiki/Matthias_Gr%C3%BCnewald,German School,,,,,,
Jan Provoost,jan-provoost,c.1462,"January, 1529","Mons, Belgium","Bruges, Belgium",Flemish,Northern Renaissance,,painting|architecture,,,https://en.wikipedia.org/wiki/Jan_Provoost,Flemish School,,Albrecht Durer,,,,
Bernard Van Orley,bernard-van-orley,c.1487,"January 6, 1541","Brussels, Belgium","Brussels, Belgium",Belgian,Northern Renaissance,,painting|tapestry,Raphael|Albrecht Durer,,https://en.wikipedia.org/wiki/Bernard_van_Orley,,,,,,,
Hans Holbein the Younger,hans-holbein-the-younger,c.1497,"November, 1543",,,German,Northern Renaissance,portrait,painting|printmaking,Andrea Mantegna,Ford Madox Brown|Anthony van Dyck|Peter Paul Rubens|Jules Bastien-Lepage|Wilhelm von Kaulbach,https://en.wikipedia.org/wiki/Hans_Holbein_the_Younger,German School,,,Hans Holbein the Elder,,Hans Holbein the Elder,
Hans Baldung,hans-baldung,c.1484,1545,"Schwäbisch Gmünd , Germany","Strasbourg, France",German,Northern Renaissance,,painting|printmaking,,,https://en.wikipedia.org/wiki/Hans_Baldung,Upper Rhine School,,,,,,
Jerg Ratgeb,jerg-ratgeb,c.1480,1526,"Schwäbisch Gmünd, Germany","Pforzheim, Baden, Germany",German,Northern Renaissance,,painting,,,https://en.wikipedia.org/wiki/Jerg_Ratgeb,,,,,,,
Albrecht Altdorfer,albrecht-altdorfer,c.1480,"February 12, 1538","Altdorf , Germany","Regensburg, Germany",German,Northern Renaissance,,painting|printmaking|architecture,,Dmitri Zhilinsky,https://en.wikipedia.org/wiki/Albrecht_Altdorfer,Danube school,,,,,,
Mabuse,mabuse,c.1478,"October 1, 1532","Maubeuge, France","Antwerp, Belgium",Flemish,Northern Renaissance,portrait|religious painting,painting,,Quentin Matsys|Lucas van Leyden,https://en.wikipedia.org/wiki/Jan_Mabuse,Antwerp School,,,,,,
Jan Joest,jan-joest,c.1450,1519,"Kalkar, Germany","Haarlem, Netherlands",Dutch,Northern Renaissance,religious painting,painting,,,https://en.wikipedia.org/wiki/Jan_Joest,,,,,,,Guild of Saint Luke
Quentin Matsys,quentin-matsys,1466,1530,"Leuven, Belgium","Antwerp, Belgium",Flemish,Northern Renaissance,,painting,Dirk Bouts|Mabuse,,https://en.wikipedia.org/wiki/Quentin_Matsys,Antwerp School,,,,Joachim Patinir,,Guild of Saint Luke
Joachim Patinir,joachim-patinir,c.1480,"October 5, 1524","Dinant, Belgium","Antwerp, Belgium",Flemish,Northern Renaissance,landscape,painting,,Tobias Verhaecht,https://en.wikipedia.org/wiki/Joachim_Patinir,Flemish School|Antwerp School,,Albrecht Durer,,,Quentin Matsys,
Gregorio Lopes,gregorio-lopes,c.1490,1550,,,Portuguese,Northern Renaissance,,painting,,,https://en.wikipedia.org/wiki/Greg%C3%B3rio_Lopes,,,,,,,
